arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
38,8.500000,262144,16723080.514202
38,9.800000,32768,34515532.466756
38,12.400000,4096,63141077.155095
38,18.900000,512,126077097.955822
38,56.300000,64,231339870.403324
38,60.000000,12,248321207.637099
38,60.000000,18,238523010.155082
38,60.000000,24,224932079.960855
