arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
38,8.500000,262144,19151783.962011
38,9.800000,32768,35208019.705890
38,12.400000,4096,65197286.872003
38,18.900000,512,127207082.343152
38,56.300000,64,233637975.231333
38,60.000000,12,248375766.194636
38,60.000000,18,237927195.582320
38,60.000000,24,225517171.746845
