arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
22,8.500000,262144,57289331.738860
22,9.800000,32768,79228674.401556
22,12.400000,4096,116161601.442240
22,18.900000,512,189334651.677752
22,56.300000,64,306957547.281597
22,60.000000,12,317787065.312832
22,60.000000,18,305937795.629241
22,60.000000,24,291748336.936296
