arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
24,8.500000,262144,54397366.493424
24,9.800000,32768,70428101.676530
24,12.400000,4096,110421442.437937
24,18.900000,512,184839392.947440
24,56.300000,64,299590276.270968
24,60.000000,12,308561660.195237
24,60.000000,18,296858722.619001
24,60.000000,24,283978336.884809
