arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
40,8.500000,262144,17255068.806257
40,9.800000,32768,27205385.636206
40,12.400000,4096,55976686.163676
40,18.900000,512,123501239.944119
40,56.300000,64,218684320.345764
40,60.000000,12,239090264.843355
40,60.000000,18,229292903.694574
40,60.000000,24,216341489.017063
