arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
36,8.500000,262144,24541942.361021
36,9.800000,32768,34638401.206740
36,12.400000,4096,67784775.939387
36,18.900000,512,135550211.995064
36,56.300000,64,244806252.952915
36,60.000000,12,259085042.798838
36,60.000000,18,246765853.584036
36,60.000000,24,232900992.108452
