arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
28,8.500000,262144,39939694.916578
28,9.800000,32768,59849736.272574
28,12.400000,4096,92275013.847954
28,18.900000,512,170093811.643254
28,56.300000,64,283306446.142849
28,60.000000,12,294453716.386785
28,60.000000,18,285484274.914033
28,60.000000,24,270182340.315554
