arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
20,8.500000,262144,66079455.683007
20,9.800000,32768,83884453.970749
20,12.400000,4096,122132074.612685
20,18.900000,512,198857155.732301
20,56.300000,64,314626109.924529
20,60.000000,12,324650714.215310
20,60.000000,18,314252107.078498
20,60.000000,24,298974993.214667
