arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
32,8.500000,262144,29420699.479992
32,9.800000,32768,46358305.328577
32,12.400000,4096,81023891.466002
32,18.900000,512,149678937.925235
32,56.300000,64,263103294.559897
32,60.000000,12,278703085.815161
32,60.000000,18,265965369.429570
32,60.000000,24,249693271.417035
