arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
30,8.500000,262144,34656532.693503
30,9.800000,32768,52036277.133205
30,12.400000,4096,87176108.414705
30,18.900000,512,160058411.734084
30,56.300000,64,274364088.660651
30,60.000000,12,287584776.742861
30,60.000000,18,276024202.369909
30,60.000000,24,260012842.547210
