arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
28,13.000000,262144,190069660.480585
28,15.300000,32768,239203023.809775
28,19.700000,4096,291078207.960038
28,32.300000,512,373541310.762780
28,90.000000,18,420913532.821817
28,90.000000,27,416035491.289933
28,90.000000,36,403037353.360858
