arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
34,13.000000,262144,147030999.326456
34,15.300000,32768,188177023.577460
34,19.700000,4096,244901122.299508
34,32.300000,512,350358418.208999
34,90.000000,18,412372920.173560
34,90.000000,27,405832713.621685
34,90.000000,36,391006789.006858
