arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
22,13.000000,262144,242514059.711727
22,15.300000,32768,277563058.746548
22,19.700000,4096,321704532.765017
22,32.300000,512,390523075.601567
22,90.000000,18,429713589.709623
22,90.000000,27,423448304.914626
22,90.000000,36,412613237.546919
