arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
24,13.000000,262144,203872480.648096
24,15.300000,32768,247309498.287808
24,19.700000,4096,310251967.234021
24,32.300000,512,387715723.811197
24,90.000000,18,427575153.865047
24,90.000000,27,420645412.645256
24,90.000000,36,409207855.046255
