arrival_rate,Rdynamic/RR_ratio,Rdynamic/SRPT_ratio,Dynamic/SRPT_ratio,Rdynamic/SETF_ratio,Rdynamic/FCFS_ratio,Rdynamic/RMLF_ratio,Rdynamic/Dynamic_ratio,RR_L2_Norm,SRPT_L2_Norm,SETF_L2_Norm,FCFS_L2_Norm,RMLF_L2_Norm
20,0.6707743552651176,2.0337247839904533,1.0094687851008153,1.035739621257474,1.0831372444019374,1.3017107047402006,2.014648510193751,,,,,
22,0.5437773047927522,1.6863410541397403,0.9842286772653256,0.772402859050627,0.9625472570307804,0.9922088434489984,1.7133630558553024,,,,,
24,0.5116463896588485,1.8813841313279096,1.0045109326241612,0.9425745726456504,1.0777368614462648,1.1471284689551282,1.8729354457228504,,,,,
26,0.3996243348292089,1.571573783584467,1.00000051309195,0.8775154237151767,0.6681906549370658,0.9226340658507652,1.5715729772230236,,,,,
28,0.3792236729996213,1.6150754172480133,1.0144131829986665,0.7069675652895517,0.5862053712749271,1.1343286446005267,1.592127788081138,,,,,
30,0.3736443371774051,1.327680851113626,0.955175952901292,0.6410398904599129,0.9996838426680986,0.7992001646242465,1.3899856325746809,,,,,
32,0.576586681593304,1.91462783011985,1.015606778339597,1.0986768913445897,1.1272120878959009,1.130857422006916,1.885205840443534,,,,,
34,0.3656910666440601,1.5785250037775314,0.9959755505411062,0.8297767119199825,0.6249434162680079,1.0661684851922837,1.584903367276366,,,,,
36,0.2159869170210746,1.1512834373200065,1.0768322009401752,0.5662265177193726,1.0649723651695706,0.6411662743982882,1.0691391252182358,,,,,
38,0.1207379298993049,1.476583546719287,1.0611942506457317,0.776053980342601,1.020524459897436,0.8490544902784232,1.391435682789266,,,,,
40,0.27117600639265743,1.5396123924577496,1.0006243893031643,0.866921546039387,0.9897604510184322,0.8729661246376664,1.5386516748107022,,,,,
