arrival_rate,Rdynamic/RR_ratio,Rdynamic/SRPT_ratio,Dynamic/SRPT_ratio,Rdynamic/SETF_ratio,Rdynamic/FCFS_ratio,Rdynamic/RMLF_ratio,Rdynamic/Dynamic_ratio
20,0.4700360115489641,1.6944430204426586,1.0,0.6182435132318423,0.6959426217162478,1.023154551425353,1.6944430204426586
22,0.4197419250569456,1.687035718710404,1.0,0.7065966331410053,0.6396979695150575,1.001772195162012,1.687035718710404
24,0.3764177077189923,1.7303609672954376,1.0,0.7127308363170625,0.5714487876540462,1.0224331997305445,1.7303609672954376
26,0.4159900693700193,1.7292226086832114,1.0,0.7490349643747825,0.7264371350078436,1.0319746025717222,1.7292226086832114
28,0.35589252010688033,1.7364254264087309,1.0,0.7629367381125601,0.6439581920526103,1.033061409446966,1.7364254264087309
30,0.3343831875157997,1.7058264102154368,0.9964297904386872,0.720468896735007,0.6604237098942388,1.0033269891482373,1.7119383890202955
32,0.3050224846382812,1.6894159277139338,1.0,0.6804506175632313,0.6848721094152741,0.9636278506043862,1.6894159277139338
34,0.3080064339949989,1.7172425425595716,1.0019561350529471,0.7730658915019283,0.7380268766454554,0.9758922605551136,1.713889942366415
36,0.2681346066449195,1.807260501171816,1.0,0.8669806223208817,0.702725283348849,1.0648937199628103,1.807260501171816
38,0.2199165892935223,1.7506562346410728,1.0,0.7372548418996129,0.4733174146865238,1.0286654365801706,1.7506562346410728
40,0.2068334906143298,1.7538922775294992,1.0003161652021084,0.8725408500069394,0.6334984074966098,1.020309510566171,1.7533379330875205
