frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,556515.336776,18634.000000,893.561414
4,1089919.586069,37949.000000,35144.208598
8,1040230.001380,33975.000000,4189.430510
16,1216210.884920,42849.000000,73541.363354
32,1447745.343695,52234.000000,51261.435007
64,1310584.308956,45047.000000,71465.631201
128,1719011.540557,52153.000000,24969.889487
256,1830144.243373,57454.000000,138317.634935
512,2010163.205040,73076.000000,339337.849171
1024,1800883.547048,66357.000000,408538.809144
2048,2786304.824018,95579.000000,371037.672381
4096,526700.730100,18281.000000,154582.061928
8192,2893181.167021,80838.000000,979994.435234
16384,3879099.118439,115720.000000,631553.975069
32768,1279995.181084,58868.000000,853347.326606
65536,1003909.051139,36392.000000,0.000000
