frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,1100210.943788,37201.000000,26225.215747
4,1200994.321470,37884.000000,3633.547303
8,1156554.002403,39447.000000,37684.888152
16,922699.744499,35007.000000,18464.670996
32,1490385.854729,56382.000000,48183.042920
64,1901631.281727,63311.000000,76418.975451
128,1866035.894582,62408.000000,115810.424030
256,1614198.069406,67051.000000,64560.960882
512,2189743.730956,70143.000000,245694.181321
1024,1560878.776189,61209.000000,287951.988236
2048,2502594.523434,86905.000000,543443.114477
4096,2275384.509154,85113.000000,770074.184965
8192,2375970.810549,82682.000000,1102563.180459
16384,3674032.984587,113546.000000,2862215.562572
32768,3685934.754030,115611.000000,3002290.003853
65536,914406.192155,43060.000000,85839.936580
