frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,1328467.469799,38498.000000,29405.617712
4,1154617.299541,33148.000000,15304.031822
8,449194.533088,11511.000000,6162.644643
16,885067.818996,26763.000000,6318.420451
32,1742392.889140,45104.000000,38697.640367
64,1293669.923647,41046.000000,66649.401910
128,1682228.862894,45998.000000,110541.990990
256,1784159.185351,49870.000000,33758.471589
512,2230453.117059,59965.000000,313957.732936
1024,2243036.434936,61960.000000,260081.764119
2048,3009184.237486,77235.000000,186034.039248
4096,2255204.230739,56408.000000,197275.024311
8192,3522963.262043,97909.000000,423868.876573
16384,3741972.805210,109563.000000,2621188.690890
32768,336500.235444,15834.000000,19779.099752
65536,4076971.389199,100680.000000,1278192.949007
