frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,1470097.718267,54260.000000,662.940420
4,959390.841989,31949.000000,5073.988963
8,1080834.167990,37446.000000,23145.484959
16,1423222.642124,51218.000000,19510.310992
32,1557607.732321,60548.000000,566.472418
64,1268988.421556,45717.000000,33365.268364
128,1968709.393761,65829.000000,149123.483037
256,1865826.966612,64676.000000,236076.763181
512,1762692.098923,63893.000000,200389.148192
1024,2895421.927949,98286.000000,506345.391835
2048,2352658.348011,82991.000000,414306.488550
4096,2089131.681577,67988.000000,121029.193189
8192,2736101.086314,91250.000000,926425.490101
16384,2271100.298305,83357.000000,1332278.773202
32768,3188373.050508,118274.000000,2124279.264661
65536,1126654.233201,51490.000000,1085014.028025
