frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,831837.410709,21375.000000,25511.645086
4,903416.059628,26137.000000,3027.449256
8,663544.139663,21959.000000,699.669922
16,1269058.622828,46060.000000,64353.933081
32,1549533.354495,43182.000000,6142.111363
64,1622545.106850,45191.000000,915.437600
128,2038986.794453,61651.000000,192515.580660
256,1740109.859576,47140.000000,62575.130851
512,1909211.787972,49071.000000,106332.513339
1024,1579492.651311,41293.000000,328728.313837
2048,2716569.069226,76617.000000,232204.838903
4096,879922.022705,25537.000000,139154.111057
8192,1615195.850180,41249.000000,401999.962455
16384,3465769.774363,78174.000000,1279887.170415
32768,4658033.472621,127617.000000,2723782.878532
65536,8098446.816456,162288.000000,7640694.967869
