frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,1049952.302338,32061.000000,3052.000000
4,792017.125605,23281.000000,30439.043168
8,895354.599591,26101.000000,20621.685140
16,1051189.315415,34505.000000,4935.943172
32,1049350.057029,41215.000000,785.585132
64,1405961.451312,39809.000000,53166.343734
128,2291986.050245,72699.000000,220217.951782
256,2477988.516981,73752.000000,244898.621242
512,1599390.393763,54647.000000,231154.499935
1024,2278301.710690,66736.000000,152194.369840
2048,2149454.183344,62712.000000,452084.962141
4096,2829576.837050,95560.000000,982180.092867
8192,1847318.385144,46386.000000,557127.093657
16384,1255213.861216,38252.000000,688029.427792
32768,2444721.234516,71367.000000,1186073.434550
65536,1443829.737600,51890.000000,1081618.512092
