frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,1238182.069502,30082.000000,16477.890217
4,560946.916394,17454.000000,4077.036178
8,1282581.577522,33257.000000,11167.961766
16,855511.067456,25352.000000,17840.617310
32,1133577.282811,29643.000000,43602.703540
64,927651.901140,30925.000000,7029.454958
128,1596515.323822,45356.000000,96852.272400
256,2002066.850162,59692.000000,251618.410825
512,1837475.772510,52168.000000,240631.237552
1024,1383946.569025,39254.000000,219676.221697
2048,2780341.181276,79008.000000,481340.914840
4096,3280849.931497,88952.000000,969114.174029
8192,2810834.725032,77896.000000,754885.579645
16384,2951325.977718,89443.000000,2335004.320463
32768,1280261.309819,45697.000000,763572.525856
65536,2940514.690405,93173.000000,2657470.144246
