frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,342726.224891,9378.000000,12129.712198
4,357014.054148,11067.000000,8014.209443
8,839712.240518,23028.000000,21729.566747
16,1138677.669493,34139.000000,32601.546926
32,1320265.337400,39448.000000,43613.378876
64,1426070.286825,38779.000000,71103.729326
128,1728455.690399,52570.000000,83791.695484
256,2274667.965836,68911.000000,293370.274503
512,2742634.856702,76251.000000,35772.665305
1024,2321332.760886,60522.000000,492139.159225
2048,2322354.943960,66403.000000,597190.172505
4096,1924564.593095,44919.000000,244881.897161
8192,2200394.160635,58523.000000,308595.100650
16384,4064489.851509,104408.000000,2262862.096477
32768,5380643.772651,124591.000000,2774098.084630
65536,1220826.392000,45845.000000,1213100.249390
