frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,685503.186206,19355.000000,9813.743934
4,841314.608787,29449.000000,14129.358266
8,1091022.543640,27595.000000,31999.391604
16,672880.858948,20336.000000,19709.625288
32,1576020.030561,47115.000000,26400.102348
64,1417254.945433,39061.000000,124773.946355
128,2376009.657131,66160.000000,123890.894774
256,1827343.202464,44535.000000,48633.998252
512,2034532.092937,56086.000000,178417.665146
1024,1340972.370687,41608.000000,316950.078774
2048,2484136.328149,71823.000000,624250.166018
4096,2433839.464006,61696.000000,313805.397422
8192,3609582.512511,107849.000000,322082.681262
16384,4639047.858971,107962.000000,2034888.343447
32768,1137101.343004,31795.000000,437371.157317
65536,242828.020185,10906.000000,0.000000
