frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,1054595.316206,42806.000000,27320.253604
4,1154812.346612,38178.000000,25551.709101
8,567615.165872,20009.000000,21079.172968
16,1474489.039416,43974.000000,22158.069207
32,1232876.021000,53721.000000,53669.132451
64,2033025.697235,74381.000000,142954.316504
128,907712.100616,25925.000000,17806.071577
256,1753967.981865,57608.000000,109257.321810
512,2388562.328108,76273.000000,320291.434116
1024,1577510.279060,63123.000000,139489.279663
2048,1166659.242637,44019.000000,49216.881403
4096,482538.767714,16578.000000,64530.731284
8192,2074078.666845,51594.000000,620163.796468
16384,3266437.264961,107929.000000,2548951.196557
32768,1038850.345610,37703.000000,374930.070082
65536,1817168.250535,71123.000000,1201541.413801
