frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,860451.929369,26000.000000,8638.699844
4,1244576.248202,36995.000000,28897.120825
8,846528.878149,36054.000000,12798.166705
16,1236281.577385,39010.000000,46185.909691
32,1178295.128325,42901.000000,52363.626937
64,1693560.977828,53384.000000,44844.633826
128,2255256.871175,75299.000000,86665.905897
256,2387895.272520,87230.000000,266847.514386
512,1935942.784438,66185.000000,253453.921183
1024,2276026.384669,80250.000000,483414.499905
2048,1481001.635647,54940.000000,152240.306401
4096,1565345.544732,53573.000000,127124.116394
8192,2046964.007602,64929.000000,301420.902862
16384,5676830.370675,167051.000000,1749542.489964
32768,2556225.949245,78474.000000,1539854.278157
65536,7471976.385241,199359.000000,5581961.571782
