frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,618918.035384,25973.000000,9446.658563
4,1286523.772244,38853.000000,65.817931
8,430760.365755,11899.000000,14191.912133
16,657449.459597,19508.000000,10001.032547
32,624492.589093,20450.000000,14797.131817
64,1745420.361756,49495.000000,56736.197440
128,1339348.924326,48986.000000,110662.484004
256,1968829.529942,62912.000000,237643.633790
512,2069715.045903,64425.000000,266976.949915
1024,1152779.961107,39437.000000,159788.067615
2048,2375801.449717,65898.000000,33751.467109
4096,1477278.506252,48895.000000,480178.882238
8192,1541893.046963,58386.000000,1136513.543997
16384,3598253.879137,105147.000000,2564567.940470
32768,1731070.643993,59462.000000,564585.952052
65536,5620328.620462,141099.000000,2698104.152904
