frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,909630.183603,37230.000000,24859.925885
4,711946.260010,21582.000000,9089.716167
8,1266135.946078,42705.000000,25599.226688
16,2059551.158215,65342.000000,111742.954445
32,1001443.132851,41306.000000,2194.360043
64,2027247.795575,70038.000000,518.101341
128,2027839.457251,59526.000000,76186.732270
256,1913814.468189,65019.000000,20573.680662
512,1015320.113843,35155.000000,13960.146525
1024,1754640.426163,64130.000000,52729.021241
2048,3090859.477771,97294.000000,148223.293011
4096,1924575.571662,76561.000000,1201984.305316
8192,1622578.969392,60008.000000,256723.469527
16384,1837490.288815,64192.000000,676371.974202
32768,2084235.271801,58659.000000,811558.037840
65536,78109.657598,3663.000000,0.000000
