frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,896803.455476,32253.000000,26167.344879
4,1431804.704354,53124.000000,19917.174724
8,789266.607474,23795.000000,15599.881346
16,1255509.887770,42074.000000,67767.544798
32,1416002.305260,47545.000000,19460.631593
64,1497546.355589,47236.000000,53422.057392
128,1833252.920509,71469.000000,161160.375943
256,2089043.788400,76235.000000,240112.340070
512,1942027.631284,70229.000000,287081.388838
1024,2801278.332624,95528.000000,127969.133540
2048,2036247.364300,78698.000000,482387.765297
4096,1216190.620024,48958.000000,212827.974322
8192,1784633.508345,55266.000000,602034.602256
16384,2269479.471883,84855.000000,657402.456296
32768,5098410.366637,151953.000000,2737818.180109
65536,1508115.279770,53678.000000,1114001.399031
