frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,1390152.368536,50952.000000,30727.661349
4,987712.559538,42345.000000,9922.517120
8,1020396.166735,42207.000000,34750.688252
16,805184.921741,33719.000000,30705.593041
32,1614797.229124,61729.000000,81979.555598
64,1511015.489944,52291.000000,66013.462983
128,2116746.351617,81569.000000,36995.510336
256,2175014.825535,71243.000000,137223.343958
512,2022161.110975,72414.000000,250142.114537
1024,2268962.931515,76435.000000,151808.131179
2048,2805412.862101,101670.000000,347367.725956
4096,555178.805805,26094.000000,85335.984995
8192,1422928.162262,49529.000000,274852.468963
16384,3905030.502116,127785.000000,2179153.297606
32768,3461691.553420,107145.000000,2100155.320736
65536,4497531.119148,146085.000000,4494143.729499
