frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,478093.472976,17885.000000,7558.393282
4,1004413.368964,29506.000000,31499.544965
8,735713.657207,21120.000000,17370.375068
16,816265.278226,20788.000000,33551.250871
32,1491693.842696,35438.000000,49443.667390
64,2388632.062382,62277.000000,133026.945928
128,998068.692265,27930.000000,44990.904992
256,2137904.120978,53242.000000,42756.514065
512,1012119.685884,27198.000000,65479.431816
1024,2455645.156850,67262.000000,232600.792273
2048,1491682.919733,50777.000000,59378.807996
4096,3467784.559926,82722.000000,1123479.012989
8192,833624.412484,27440.000000,348991.117244
16384,3387369.555605,97324.000000,1958713.181651
32768,5380323.839283,143724.000000,3547339.269853
65536,4412700.508724,100736.000000,1045313.196804
