frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,354332.163098,11127.000000,14941.194798
4,895874.254920,29867.000000,1672.684071
8,1206543.512396,35257.000000,30186.626625
16,1771448.896662,46650.000000,54608.623101
32,1381965.030576,34682.000000,59387.940594
64,1278083.186504,40349.000000,55939.363547
128,2116940.267291,62750.000000,18874.912980
256,1900609.725825,63616.000000,53544.545623
512,1995064.559331,58661.000000,27495.887111
1024,2377500.174020,66057.000000,92884.928282
2048,1725232.988366,47624.000000,432995.276601
4096,3435498.357687,85026.000000,110730.251738
8192,2597946.618497,78623.000000,409244.959144
16384,5076890.248322,125023.000000,1724983.105004
32768,683199.305801,21488.000000,0.000000
65536,2642665.627380,59366.000000,1021569.793156
