frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,1390026.994944,53130.000000,15288.070218
4,1150837.030835,50629.000000,18434.924166
8,1306591.753130,52886.000000,10559.043849
16,971410.042713,33236.000000,33197.840577
32,638975.037003,23015.000000,1901.655069
64,1536246.044944,66138.000000,87274.948926
128,1697256.967888,70502.000000,30590.598163
256,1532359.630588,58275.000000,73305.000102
512,2624995.160770,94511.000000,376988.169611
1024,1852247.539203,71284.000000,57865.067441
2048,2398048.481315,92019.000000,193946.579292
4096,2684899.070898,87891.000000,252227.794248
8192,2853476.621385,102011.000000,578619.573954
16384,3308915.819124,106378.000000,1040128.741521
32768,2855535.657062,91764.000000,1117236.341565
65536,6279167.583422,196757.000000,2706359.012066
