frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,547560.034311,21328.000000,14121.317361
4,573856.467858,20407.000000,1817.605843
8,1607960.031077,50590.000000,26195.802984
16,2309318.230428,83646.000000,49727.832056
32,1331867.941960,53312.000000,59185.240914
64,1909990.464912,74961.000000,2549.338542
128,2259225.853816,84008.000000,133865.590534
256,2875756.249698,102031.000000,311720.879023
512,2061601.658059,82831.000000,76645.291897
1024,1587869.663762,72425.000000,53402.687676
2048,1967078.161285,73795.000000,305616.916096
4096,1979874.907766,75061.000000,174618.532968
8192,3502757.649666,104875.000000,827373.339694
16384,3019539.460665,99994.000000,671181.065631
32768,3373684.311828,111428.000000,1656189.099159
65536,1521522.499685,58134.000000,0.000000
