frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,756107.599185,28728.000000,25251.330579
4,741624.958894,29217.000000,6437.258345
8,1115197.647155,44169.000000,10915.027439
16,920915.335744,33032.000000,32483.599308
32,1911771.747087,74758.000000,127102.000952
64,1474647.430526,52993.000000,118598.840091
128,1882620.578920,65712.000000,120629.645701
256,1465042.765858,50422.000000,159106.246464
512,1567833.627903,61596.000000,70924.877356
1024,2689339.377386,82044.000000,333509.937855
2048,1985179.621475,69390.000000,423203.981752
4096,1688684.283385,65800.000000,541467.278582
8192,2735740.182209,106017.000000,1065837.149174
16384,1155116.589701,45158.000000,221580.129301
32768,2587516.533901,90602.000000,1565728.246548
65536,2787361.301619,85243.000000,1751756.058256
