frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,909027.314662,35291.000000,2819.200064
4,1158384.265104,38307.000000,21357.205903
8,1007320.752010,36737.000000,11723.139298
16,1471337.512493,51592.000000,99673.473357
32,1842510.480042,72951.000000,52819.916973
64,1652455.470743,59155.000000,6091.002298
128,1545145.919488,56744.000000,149879.605414
256,1925416.642285,72240.000000,204950.186584
512,1877066.834518,70324.000000,183766.249379
1024,1502917.788333,66956.000000,212096.055522
2048,2166555.008469,81264.000000,152811.471042
4096,2794312.820140,89807.000000,992452.829707
8192,2234502.889874,76316.000000,382518.608783
16384,2188663.765044,77388.000000,188331.688844
32768,3263554.352158,101972.000000,2445256.542959
65536,3540615.450344,119229.000000,2739587.086836
