frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,820695.507592,32076.000000,45594.169901
4,564275.728985,22895.000000,3214.836388
8,1538297.301976,58513.000000,22328.887344
16,1785278.909637,65799.000000,74707.720605
32,1533953.562015,61321.000000,50500.401355
64,2149121.683506,79179.000000,46105.563797
128,2072660.552920,73473.000000,156073.768190
256,1336834.248550,52411.000000,129398.578416
512,2450845.847009,77227.000000,359034.846617
1024,1839454.124977,73591.000000,207190.963857
2048,1285067.328560,57573.000000,71921.436380
4096,1970948.736506,77875.000000,752083.180291
8192,2191955.832206,84583.000000,523456.047501
16384,6066147.284520,191714.000000,754611.169772
32768,1812277.183234,68251.000000,944011.997829
65536,2808541.160659,103602.000000,1336562.859141
