frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,737563.524524,27303.000000,17102.742149
4,1091067.412070,34194.000000,3421.000000
8,769881.675471,29490.000000,3282.184943
16,1593694.867446,49347.000000,29809.095541
32,1027287.972682,36879.000000,17848.261764
64,1687312.690215,53129.000000,49649.537259
128,830319.367745,38574.000000,97495.879210
256,2428333.909831,77622.000000,124593.471125
512,2011630.276313,59518.000000,241229.968393
1024,1320098.745114,46519.000000,241225.167547
2048,2406057.691440,73199.000000,446375.757883
4096,3127949.811063,94026.000000,301042.316464
8192,3174825.314262,93283.000000,826839.802440
16384,763682.758426,30581.000000,412226.506068
32768,1796445.810436,68923.000000,1732222.441381
65536,6601620.420610,161776.000000,5043243.193872
