frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,1002959.072220,28556.000000,12727.192817
4,736011.192386,18880.000000,19348.417687
8,768115.809675,27927.000000,19655.708433
16,768566.656226,23914.000000,21368.040692
32,1670188.598492,50385.000000,102943.407404
64,1694778.461932,45661.000000,125577.901476
128,1328484.931808,40420.000000,77812.493194
256,1712186.512627,47607.000000,168019.275361
512,1562610.980855,41081.000000,65065.831563
1024,1409387.851758,47265.000000,95727.854322
2048,2260265.775894,57607.000000,450221.759667
4096,1724557.978858,53784.000000,396501.849721
8192,1748753.704664,44440.000000,268213.987961
16384,3057927.410978,79557.000000,1086823.458906
32768,3863852.542437,90030.000000,2209264.229425
65536,1512292.815318,41333.000000,1064029.565985
