frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,996313.513506,31237.000000,17107.068071
4,1140477.562635,36131.000000,14144.298781
8,988193.276743,32937.000000,11880.258709
16,836683.848070,24136.000000,12271.913095
32,1836017.360987,51907.000000,57330.873934
64,1607216.622936,44333.000000,33262.114304
128,1704945.124353,51352.000000,73194.179618
256,1979946.224126,58163.000000,179221.834468
512,2572456.390958,67571.000000,168533.765006
1024,2068618.469187,55289.000000,336800.791932
2048,2589214.197046,64551.000000,418260.107569
4096,1540035.724937,40707.000000,219376.371253
8192,2934600.183827,66738.000000,186076.567007
16384,1301905.567985,37803.000000,300017.360338
32768,4109721.929087,102702.000000,1135029.180938
65536,3694331.508057,96990.000000,2060798.352812
