frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,470575.446271,25143.000000,7208.681433
4,377074.358260,16094.000000,5555.794993
8,1236132.766090,43271.000000,18233.000000
16,1621774.388518,59302.000000,20053.241758
32,1340210.006331,47275.000000,30661.975996
64,1589460.879697,63592.000000,94844.984100
128,1961504.140107,62868.000000,135720.853261
256,1756757.255950,64211.000000,208242.176689
512,2889451.291129,109102.000000,195516.690359
1024,2104839.681876,74372.000000,250942.767893
2048,2475533.347295,88388.000000,620774.971196
4096,2285777.068033,85705.000000,568923.472449
8192,1581649.965145,53490.000000,474369.401200
16384,1290338.738376,53202.000000,1135373.746433
32768,4607288.836595,130579.000000,1598083.045423
65536,3542362.813523,127873.000000,2447685.287022
