frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,601489.485278,22391.000000,14200.079507
4,730934.030679,29671.000000,18275.113023
8,506562.369645,17001.000000,9414.383729
16,1142318.709362,46166.000000,34505.195203
32,1158948.826566,53299.000000,21258.554020
64,1170394.566614,41933.000000,79944.524822
128,1185276.464228,52189.000000,29078.187495
256,1216184.658014,44527.000000,102484.161654
512,1829799.229242,67286.000000,241249.663001
1024,1698462.124227,63756.000000,281086.978466
2048,2533234.961738,87748.000000,55922.240522
4096,2834141.991390,96313.000000,913267.098803
8192,1217620.354722,46374.000000,551864.870466
16384,2562478.291784,88178.000000,279102.304530
32768,4011060.135364,138524.000000,1951872.493387
65536,3192924.850462,108170.000000,2828910.717885
