frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,799134.441951,29136.000000,11125.654228
4,1470460.563791,53594.000000,29888.709858
8,1404517.873303,53078.000000,48055.547338
16,1081775.881390,45124.000000,58966.553494
32,2290600.774532,83915.000000,73542.375193
64,1875111.458451,74352.000000,13250.644664
128,1870288.208424,74454.000000,65114.495045
256,2319998.267631,78803.000000,96329.176759
512,2174074.519512,75452.000000,41647.699660
1024,2220040.216247,107312.000000,305639.752802
2048,1890546.679619,77854.000000,387434.979399
4096,1959134.036003,74399.000000,681931.950635
8192,3243563.402908,117500.000000,925826.464336
16384,1470222.360729,58323.000000,466067.144637
32768,2303383.094658,83500.000000,1376235.611273
65536,3102353.752965,115724.000000,2349122.723167
