frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,926526.730442,28805.000000,14608.764390
4,820619.538029,28059.000000,14699.022655
8,1026373.147947,32896.000000,25925.975912
16,1102526.446906,40437.000000,4590.113506
32,1346012.750514,45305.000000,59820.874818
64,1288983.872787,43030.000000,53577.052635
128,1691750.373406,52939.000000,78808.987520
256,1583055.977562,50251.000000,45082.875219
512,2209869.450692,73278.000000,344460.051211
1024,2513230.478530,78144.000000,378763.759984
2048,1655446.723714,50582.000000,210361.237596
4096,2011644.833710,56680.000000,152426.985918
8192,4918644.495070,143826.000000,971316.576162
16384,1439257.893517,40754.000000,614773.660520
32768,4902734.737338,130278.000000,1110547.511820
65536,2971246.450643,87341.000000,1032113.886321
