frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,589475.746216,24006.000000,2175.493277
4,1018935.067779,32501.000000,19082.574512
8,653748.034903,25554.000000,29252.949527
16,1022387.999633,39202.000000,48023.653797
32,1276281.893916,46645.000000,71972.322930
64,1822750.232272,68934.000000,81643.124781
128,1911542.925954,73783.000000,74480.383216
256,1755585.586432,56642.000000,167776.635888
512,2619758.064926,92534.000000,128481.727553
1024,1002403.378690,45662.000000,112026.824440
2048,2015176.778277,68239.000000,423611.341522
4096,1108786.949530,37642.000000,164430.731404
8192,3716421.433972,115066.000000,2082084.284205
16384,2575195.017590,86633.000000,690250.793704
32768,6093826.556259,161201.000000,5103742.821277
65536,79869.331724,8303.000000,68860.857328
