frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,262977.514588,9733.000000,1990.990206
4,747000.528045,22617.000000,7510.582401
8,997845.484131,32105.000000,23368.268892
16,878136.111823,34538.000000,12297.697020
32,1329006.321467,46385.000000,60508.724123
64,1716160.872157,52899.000000,59560.866171
128,1190954.437501,46449.000000,28782.563089
256,1409829.921153,50644.000000,75792.360420
512,2458756.710086,81311.000000,411980.231145
1024,2168139.510359,63110.000000,34341.024169
2048,2001261.896992,57147.000000,180646.730679
4096,1710544.213652,50050.000000,421580.762712
8192,2616526.957420,79641.000000,1255407.531053
16384,1675324.883082,68872.000000,479800.138199
32768,2194207.065798,84208.000000,1822358.436862
65536,2024005.996006,76795.000000,1608241.175990
