frequency,RFDynamic_njobs200_mode0_L2_norm_flow_time,RFDynamic_njobs200_mode1_L2_norm_flow_time,RFDynamic_njobs200_mode2_L2_norm_flow_time,RFDynamic_njobs200_mode4_L2_norm_flow_time,RFDynamic_njobs200_mode8_L2_norm_flow_time,RFDynamic_njobs200_mode16_L2_norm_flow_time,RFDynamic_njobs200_mode0_maximum_flow_time,RFDynamic_njobs200_mode1_maximum_flow_time,RFDynamic_njobs200_mode2_maximum_flow_time,RFDynamic_njobs200_mode4_maximum_flow_time,RFDynamic_njobs200_mode8_maximum_flow_time,RFDynamic_njobs200_mode16_maximum_flow_time
1024,98537.513354,1055458.636865,884890.022193,781305.135387,454754.218107,98486.630331,29848.000000,31207.000000,31207.000000,29848.000000,31207.000000,29848.000000
128,59545.527086,441740.695848,213388.721708,110160.738010,59556.025740,60338.258618,17744.000000,17744.000000,17744.000000,17744.000000,17744.000000,17744.000000
16384,1163298.774645,981142.318881,1004204.138395,1033467.502661,1220719.207719,1108930.553114,46333.000000,46292.000000,46373.000000,46352.000000,46352.000000,46342.000000
16,74958.063202,1215687.734077,87406.620550,74915.533683,74900.142543,74912.028300,52015.000000,52015.000000,52015.000000,52015.000000,52015.000000,52015.000000
2048,191613.601634,749429.908837,799607.247879,763822.280540,499758.970791,191625.224749,42684.000000,42684.000000,42684.000000,42684.000000,42684.000000,42684.000000
256,91904.873516,277663.228779,91869.662310,91829.964494,91884.207065,91878.333186,20179.000000,19597.000000,20179.000000,20179.000000,20179.000000,20179.000000
2,50459.180800,90283.283813,53814.776902,50494.720506,50488.880637,50468.117490,11831.000000,11831.000000,11831.000000,11831.000000,11831.000000,11831.000000
32768,1108900.088373,769230.593612,735614.576161,777431.917318,843903.036340,913698.655483,17591.000000,21626.000000,21630.000000,21629.000000,21630.000000,21630.000000
32,48755.888773,142836.675518,161265.749222,48768.452303,49109.134924,48768.977363,21386.000000,21386.000000,21386.000000,21386.000000,21386.000000,21386.000000
4096,119926.017798,400544.986304,398610.048650,379603.745008,369756.544150,119946.810683,23663.000000,23663.000000,23663.000000,23663.000000,23663.000000,23663.000000
4,78649.369959,475819.424908,78641.103216,64705.289722,64706.192640,64711.673537,38141.000000,38141.000000,38141.000000,38141.000000,38141.000000,38141.000000
512,74550.321730,245687.231052,208970.381655,128885.172937,74551.585208,74576.237925,15755.000000,15755.000000,15755.000000,15755.000000,15755.000000,15755.000000
64,80268.012408,601797.086256,372922.748673,80283.788488,80296.809221,80298.218841,32665.000000,32665.000000,32665.000000,32665.000000,32665.000000,32665.000000
65536,3950307.586072,3950307.586072,3950307.586072,3950307.586072,3950307.586072,3950307.586072,66866.000000,66866.000000,66866.000000,66866.000000,66866.000000,66866.000000
8192,185786.026851,252120.016625,250384.142545,262180.389429,185812.296924,185809.568529,27816.000000,27833.000000,27834.000000,27829.000000,27827.000000,27834.000000
8,46346.012493,83478.879269,46354.075711,46365.590496,46343.666234,46350.690955,15728.000000,15728.000000,15728.000000,15728.000000,15728.000000,15728.000000
