frequency,RFDynamic_njobs200_mode0_L2_norm_flow_time,RFDynamic_njobs200_mode1_L2_norm_flow_time,RFDynamic_njobs200_mode2_L2_norm_flow_time,RFDynamic_njobs200_mode4_L2_norm_flow_time,RFDynamic_njobs200_mode8_L2_norm_flow_time,RFDynamic_njobs200_mode16_L2_norm_flow_time,RFDynamic_njobs200_mode0_maximum_flow_time,RFDynamic_njobs200_mode1_maximum_flow_time,RFDynamic_njobs200_mode2_maximum_flow_time,RFDynamic_njobs200_mode4_maximum_flow_time,RFDynamic_njobs200_mode8_maximum_flow_time,RFDynamic_njobs200_mode16_maximum_flow_time
1024,66265.529418,380559.173562,105057.161512,66224.005308,66217.398363,66269.679032,34362.000000,34362.000000,34362.000000,34362.000000,34362.000000,34362.000000
128,80110.446878,139480.577311,79439.812840,79440.779333,80074.834805,80092.462423,23361.000000,23361.000000,23361.000000,23361.000000,23361.000000,23361.000000
16384,69155.589535,69155.772008,69147.790131,69143.538671,69143.052384,69137.161686,16410.000000,16410.000000,16410.000000,16410.000000,16410.000000,16410.000000
16,219537.316238,3192740.148678,219634.943383,219603.589208,219505.291114,219450.811865,200553.000000,225747.000000,200553.000000,200553.000000,200553.000000,200553.000000
2048,135976.179248,1769583.854193,1738755.478414,1461242.447332,1157363.250928,136059.363147,55782.000000,67392.000000,67392.000000,67078.000000,67392.000000,55782.000000
256,57041.979655,145989.704925,122244.214583,56928.825712,56934.615227,56920.408467,9587.000000,9569.000000,9576.000000,9584.000000,9583.000000,9569.000000
2,49065.982585,140336.380233,49109.006872,49129.217071,49109.111660,49120.551147,16300.000000,15028.000000,16300.000000,16300.000000,16300.000000,16300.000000
32768,1923797.175850,1223767.495653,1166258.786244,1204852.909206,1333627.822396,1646879.643179,35141.000000,38262.000000,38907.000000,38907.000000,38907.000000,38907.000000
32,60206.705416,227054.103009,60191.644885,60327.831811,60340.815979,60259.632350,12617.000000,12617.000000,12617.000000,12617.000000,12617.000000,12617.000000
4096,140091.305562,725432.864759,775389.141482,678160.338473,140110.980341,140090.366839,38202.000000,38202.000000,38202.000000,38202.000000,38202.000000,38202.000000
4,48356.579449,51824.971597,68978.169532,48344.543436,48412.432938,48417.397710,16802.000000,16802.000000,16802.000000,16802.000000,16802.000000,16802.000000
512,66983.993924,136148.878681,149577.760606,69183.635724,67335.858434,66968.247506,12431.000000,12425.000000,10222.000000,12432.000000,12432.000000,12432.000000
64,58004.872425,340980.708752,110756.408171,58028.217334,54595.701772,57977.441225,21129.000000,21129.000000,21129.000000,21129.000000,21129.000000,21129.000000
65536,1732170.177082,914590.447430,847951.457498,890475.480612,1087769.735644,1389402.139254,32699.000000,37469.000000,37467.000000,37470.000000,37470.000000,37470.000000
8192,92549.006904,171707.496726,157519.978165,146652.585102,92439.642762,92443.785432,36830.000000,36830.000000,36830.000000,36830.000000,36830.000000,36830.000000
8,36024.632351,38901.675774,39026.924219,36023.864854,36023.579625,36024.595154,11855.000000,11855.000000,11855.000000,11855.000000,11855.000000,11855.000000
