mean_inter_arrival_time,L2_norm_flow_time
20.0,345509571.6748199
22.0,335836554.84140784
24.0,326274157.3225078
26.0,316665493.0481914
28.0,307094784.4477353
30.0,297029357.79811305
32.0,287602450.8405341
34.0,278298440.1561658
36.0,268805114.34326375
38.0,259239392.5718409
40.0,249811943.08447218
