mean_inter_arrival_time,L2_norm_flow_time
20.0,210110211.81323102
22.0,199658705.21730584
24.0,189701013.78195596
26.0,179280750.14156672
28.0,169191617.80524918
30.0,159167044.7578508
32.0,149056897.5379035
34.0,139033341.81436792
36.0,128942358.53323372
38.0,118915964.7063205
40.0,108371966.41563591
