arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
30,13.000000,262144,12158763.534879
30,15.300000,32768,15501883.554806
30,19.700000,4096,24289970.001864
30,32.300000,512,38963965.328686
30,90.000000,18,58767550.620742
30,90.000000,27,56913705.833261
30,90.000000,36,53589884.751696
