arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
30,13.000000,262144,11521718.769083
30,15.300000,32768,16086344.124483
30,19.700000,4096,24208294.675505
30,32.300000,512,39888091.112323
30,90.000000,18,59091037.111015
30,90.000000,27,56383886.957504
30,90.000000,36,53725420.199280
