arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
38,13.000000,262144,8829127.861682
38,15.300000,32768,12412792.010423
38,19.700000,4096,20602238.435392
38,32.300000,512,34605544.439766
38,90.000000,18,53081246.774738
38,90.000000,27,49592757.645299
38,90.000000,36,48855832.912415
