arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
38,13.000000,262144,9436424.118188
38,15.300000,32768,11844012.409555
38,19.700000,4096,19804101.806533
38,32.300000,512,35152597.873498
38,90.000000,18,52216790.658341
38,90.000000,27,49642598.444951
38,90.000000,36,48439692.447976
