arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
28,13.000000,262144,12474928.593665
28,15.300000,32768,16972021.505030
28,19.700000,4096,23798307.556697
28,32.300000,512,41950994.733377
28,90.000000,18,60627807.221717
28,90.000000,27,58779469.068653
28,90.000000,36,55124675.892371
