arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
28,13.000000,262144,12433767.159827
28,15.300000,32768,16577621.842027
28,19.700000,4096,23864243.830037
28,32.300000,512,41468429.022867
28,90.000000,18,60158309.146105
28,90.000000,27,57558771.217831
28,90.000000,36,54947406.124899
