arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
30,13.000000,262144,12312021.727061
30,15.300000,32768,16092742.763249
30,19.700000,4096,23480656.304335
30,32.300000,512,39609824.035323
30,90.000000,18,58649847.067671
30,90.000000,27,56141338.744941
30,90.000000,36,53943419.364755
