arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
28,13.000000,262144,12354359.596918
28,15.300000,32768,17007840.044890
28,19.700000,4096,24228764.054443
28,32.300000,512,41237221.841329
28,90.000000,18,60286255.690288
28,90.000000,27,57529124.786755
28,90.000000,36,55426840.456155
