arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
36,13.000000,262144,9407280.020789
36,15.300000,32768,12742860.316720
36,19.700000,4096,20767102.493034
36,32.300000,512,37426043.483658
36,90.000000,18,53738311.353429
36,90.000000,27,51604464.671085
36,90.000000,36,49898290.085393
