arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
34,13.000000,262144,10411549.347747
34,15.300000,32768,14121830.648881
34,19.700000,4096,21962285.301282
34,32.300000,512,36841391.121334
34,90.000000,18,55682315.947959
34,90.000000,27,53281742.496798
34,90.000000,36,50749806.988328
