arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
32,13.000000,262144,10662144.179200
32,15.300000,32768,14566358.268854
32,19.700000,4096,21996976.511897
32,32.300000,512,39073811.670234
32,90.000000,18,56531100.077851
32,90.000000,27,54749594.731733
32,90.000000,36,52459216.037831
