arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
30,13.000000,262144,11808141.911560
30,15.300000,32768,15977432.050434
30,19.700000,4096,23347259.748409
30,32.300000,512,40290617.491872
30,90.000000,18,58694042.467427
30,90.000000,27,56382936.820930
30,90.000000,36,53929145.681743
