arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
20,13.000000,262144,16155669.369661
20,15.300000,32768,21169343.054391
20,19.700000,4096,29278734.355131
20,32.300000,512,45791446.845929
20,90.000000,18,66518755.408646
20,90.000000,27,64494277.267468
20,90.000000,36,61419668.823935
